id,number,pgp_amount,date,enumerator,state,note
,3,400,19/4/2018,N. Yunusa,ben,
,4,200,19/4/2018,N. Yunusa,ben,
,1,200,19/4/2018,T. Ahmadu,ben,
,2,400,19/4/2018,T. Ahmadu,ben,
,3,1000,19/4/2018,T. Ahmadu,ben,
,4,200,19/4/2018,T. Ahmadu,ben,
,1,400,20/04/2018,B. Idris ,ben,
,2,200,20/04/2018,B. Idris ,ben,
,3,200,20/04/2018,B. Idris ,ben,
,4,200,20/04/2018,B. Idris ,ben,
,3008,200,20/04/2018,B. Idris ,ben,
,3009,200,20/04/2018,B. Idris ,ben,
,1,200,20/04/2018,e.jonah,ben,
,2,200,20/04/2018,e.jonah,ben,
,3,200,20/04/2018,e.jonah,ben,
,4,200,20/04/2018,e.jonah,ben,
,5,200,20/04/2018,e.jonah,ben,
,3003,200,20/04/2018,e.jonah,ben,
,1,200,20/04/2018,H. Muhammed,ben,
,2,200,20/04/2018,H. Muhammed,ben,
,3,200,20/04/2018,H. Muhammed,ben,
,4,200,20/04/2018,H. Muhammed,ben,
,3006,200,20/04/2018,H. Muhammed,ben,
,3007,400,20/04/2018,H. Muhammed,ben,
,3002,200,20/04/2018,M. Orume,ben,
,1,200,20/04/2018,M. Orume,ben,
,2,200,20/04/2018,M. Orume,ben,
,3,200,20/04/2018,M. Orume,ben,
,4,200,20/04/2018,M. Orume,ben,
,5,200,20/04/2018,M. Orume,ben,
,3004,200,20/04/2018,N. Yunusa,ben,
,3005,200,20/04/2018,N. Yunusa,ben,
,1,200,20/04/2018,N. Yunusa,ben,
,2,200,20/04/2018,N. Yunusa,ben,
,3,200,20/04/2018,N. Yunusa,ben,
,4,200,20/04/2018,N. Yunusa,ben,
,1,200,20/04/2018,T. Ahmadu,ben,
,2,200,20/04/2018,T. Ahmadu,ben,
,3,200,20/04/2018,T. Ahmadu,ben,
,4,200,20/04/2018,T. Ahmadu,ben,
,3000,200,20/04/2018,T. Ahmadu,ben,
,3001,200,20/04/2018,T. Ahmadu,ben,
,2,200,20/4/2018,a.simon,ben,
,3,400,20/4/2018,a.simon,ben,
,4,200,20/4/2018,a.simon,ben,
,3051,200,20/4/2018,a.simon,ben,
,1,200,20/4/2018,d.ruth,ben,
,2,400,20/4/2018,d.ruth,ben,
,3,200,20/4/2018,d.ruth,ben,
,3058,200,20/4/2018,d.ruth,ben,
,1,600,20/4/2018,f.gbenyi,ben,
,2,200,20/4/2018,f.gbenyi,ben,
,3,200,20/4/2018,f.gbenyi,ben,
,3055,200,20/4/2018,f.gbenyi,ben,
,1,200,20/4/2018,f.onoja,ben,
,2,200,20/4/2018,f.onoja,ben,
,3,200,20/4/2018,f.onoja,ben,
,3054,100,20/4/2018,f.onoja,ben,
,1,200,20/4/2018,i.iorkegh,ben,
,2,200,20/4/2018,i.iorkegh,ben,
,1,200,20/4/2018,a.simon,ben,
,1,200,20/4/2018,i.shiana,ben,
,2,200,20/4/2018,i.shiana,ben,
,3,200,20/4/2018,i.shiana,ben,
,3060,200,20/4/2018,i.shiana,ben,
,1,200,20/4/2018,l.aule,ben,
,2,300,20/4/2018,l.aule,ben,
,3,200,20/4/2018,l.aule,ben,
,4,200,20/4/2018,l.aule,ben,
,3057,200,20/4/2018,l.aule,ben,
,1,200,20/4/2018,m.orga,ben,
,2,200,20/4/2018,m.orga,ben,
,3,250,20/4/2018,m.orga,ben,
,3056,400,20/4/2018,m.orga,ben,
,1,0,20/4/2018,n.vincent,ben,
,2,0,20/4/2018,n.vincent,ben,
,3,200,20/4/2018,n.vincent,ben,
,3052,200,20/4/2018,n.vincent,ben,
,1,400,20/4/2018,t.ikyaave,ben,
,2,200,20/4/2018,t.ikyaave,ben,
,3,200,20/4/2018,t.ikyaave,ben,
,3059,200,20/4/2018,t.ikyaave,ben,
,1,200,21/04/2018,B. Idris ,ben,
,3015,400,21/04/2018,B. Idris ,ben,
,2,200,21/04/2018,B. Idris ,ben,
,3,400,21/04/2018,B. Idris ,ben,
,4,200,21/04/2018,B. Idris ,ben,
,1,400,21/04/2018,e.jonah,ben,
,2,600,21/04/2018,e.jonah,ben,
,3,600,21/04/2018,e.jonah,ben,
,4,200,21/04/2018,e.jonah,ben,
,5,600,21/04/2018,e.jonah,ben,
,3012,400,21/04/2018,H. Muhammed,ben,
,1,200,21/04/2018,H. Muhammed,ben,
,2,400,21/04/2018,H. Muhammed,ben,
,3,200,21/04/2018,H. Muhammed,ben,
,4,800,21/04/2018,H. Muhammed,ben,
,5,200,21/04/2018,H. Muhammed,ben,
,1,400,21/04/2018,i.hassan,ben,
,2,200,21/04/2018,i.hassan,ben,
,3017,200,21/04/2018,M. Orume,ben,
,1,200,21/04/2018,M. Orume,ben,
,2,20,21/04/2018,M. Orume,ben,
,3,220,21/04/2018,M. Orume,ben,
,4,200,21/04/2018,M. Orume,ben,
,5,200,21/04/2018,M. Orume,ben,
,3018,200,21/04/2018,N. Yunusa,ben,
,3019,20,21/04/2018,N. Yunusa,ben,
,1,50,21/04/2018,N. Yunusa,ben,
,2,100,21/04/2018,N. Yunusa,ben,
,3,50,21/04/2018,N. Yunusa,ben,
,4,200,21/04/2018,N. Yunusa,ben,
,3010,600,21/04/2018,T. Ahmadu,ben,
,3014,200,21/04/2018,T. Ahmadu,ben,
,1,400,21/04/2018,T. Ahmadu,ben,
,2,400,21/04/2018,T. Ahmadu,ben,
,3,600,21/04/2018,T. Ahmadu,ben,
,1,200,21/4/2018,a.simon,ben,
,2,400,21/4/2018,a.simon,ben,
,1,400,21/4/2018,d.ruth,ben,
,2,400,21/4/2018,d.ruth,ben,
,1,200,21/4/2018,f.gbenyi,ben,
,1,200,21/4/2018,f.onoja,ben,
,2,200,21/4/2018,f.onoja,ben,
,1,200,21/4/2018,i.iorkegh,ben,
,2,400,21/4/2018,i.iorkegh,ben,
,1,200,21/4/2018,i.shiana,ben,
,2,200,21/4/2018,i.shiana,ben,
,1,500,21/4/2018,l.aule,ben,
,2,200,21/4/2018,l.aule,ben,
,1,200,21/4/2018,m.orga,ben,
,2,400,21/4/2018,m.orga,ben,
,3053,400,21/4/2018,m.orga,ben,
,1,200,21/4/2018,n.vincent,ben,
,2,200,21/4/2018,n.vincent,ben,
,1,600,21/4/2018,t.ikyaave,ben,
,2,200,21/4/2018,t.ikyaave,ben,
,3016,200,22/04/2018,B. Idris ,ben,
,1,200,22/04/2018,B. Idris ,ben,
,2,200,22/04/2018,B. Idris ,ben,
,3,200,22/04/2018,B. Idris ,ben,
,4,200,22/04/2018,B. Idris ,ben,
,3011,400,22/04/2018,e.jonah,ben,
,1,400,22/04/2018,e.jonah,ben,
,2,200,22/04/2018,e.jonah,ben,
,3,200,22/04/2018,e.jonah,ben,
,4,400,22/04/2018,e.jonah,ben,
,5,100,22/04/2018,e.jonah,ben,
,1,100,22/04/2018,H. Muhammed,ben,
,3013,400,22/04/2018,H. Muhammed,ben,
,1,400,22/04/2018,i.hassan,ben,
,2,200,22/04/2018,i.hassan,ben,
,1,200,22/04/2018,M. Orume,ben,
,2,200,22/04/2018,M. Orume,ben,
,3,200,22/04/2018,M. Orume,ben,
,4,200,22/04/2018,M. Orume,ben,
,5,200,22/04/2018,M. Orume,ben,
,1,200,22/04/2018,N. Yunusa,ben,
,2,200,22/04/2018,N. Yunusa,ben,
,1,200,22/04/2018,T. Ahmadu,ben,
,2,200,22/04/2018,T. Ahmadu,ben,
,3,1000,22/04/2018,T. Ahmadu,ben,
,1,200,23/04/2018,B. Idris ,ben,
,1,200,23/04/2018,e.jonah,ben,
,2,200,23/04/2018,e.jonah,ben,
,3,200,23/04/2018,e.jonah,ben,
,3020,200,23/04/2018,H. Muhammed,ben,
,1,200,23/04/2018,M. Orume,ben,
,2,200,23/04/2018,M. Orume,ben,
,1,200,23/04/2018,T. Ahmadu,ben,
,2,200,23/04/2018,T. Ahmadu,ben,
,1,200,24/04/2018,B. Idris ,ben,
,2,200,24/04/2018,B. Idris ,ben,
,3,200,24/04/2018,B. Idris ,ben,
,4,200,24/04/2018,B. Idris ,ben,
,5,200,24/04/2018,B. Idris ,ben,
,6,200,24/04/2018,B. Idris ,ben,
,3022,200,24/04/2018,B. Idris ,ben,
,1,200,24/04/2018,e.jonah,ben,
,2,200,24/04/2018,e.jonah,ben,
,3,200,24/04/2018,e.jonah,ben,
,4,200,24/04/2018,e.jonah,ben,
,5,600,24/04/2018,e.jonah,ben,
,6,200,24/04/2018,e.jonah,ben,
,3024,200,24/04/2018,e.jonah,ben,
,1,200,24/04/2018,H. Muhammed,ben,
,2,200,24/04/2018,H. Muhammed,ben,
,3,400,24/04/2018,H. Muhammed,ben,
,4,200,24/04/2018,H. Muhammed,ben,
,5,400,24/04/2018,H. Muhammed,ben,
,6,200,24/04/2018,H. Muhammed,ben,
,3026,200,24/04/2018,H. Muhammed,ben,
,3027,400,24/04/2018,H. Muhammed,ben,
,1,200,24/04/2018,M. Orume,ben,
,2,200,24/04/2018,M. Orume,ben,
,3,200,24/04/2018,M. Orume,ben,
,4,200,24/04/2018,M. Orume,ben,
,5,200,24/04/2018,M. Orume,ben,
,6,200,24/04/2018,M. Orume,ben,
,3023,200,24/04/2018,M. Orume,ben,
,1,200,24/04/2018,N. Yunusa,ben,
,2,200,24/04/2018,N. Yunusa,ben,
,3,200,24/04/2018,N. Yunusa,ben,
,4,200,24/04/2018,N. Yunusa,ben,
,5,200,24/04/2018,N. Yunusa,ben,
,6,200,24/04/2018,N. Yunusa,ben,
,3025,400,24/04/2018,N. Yunusa,ben,
,3028,200,24/04/2018,N. Yunusa,ben,
,1,200,24/04/2018,p.thomas,ben,
,2,200,24/04/2018,p.thomas,ben,
,3,200,24/04/2018,p.thomas,ben,
,4,200,24/04/2018,p.thomas,ben,
,5,200,24/04/2018,p.thomas,ben,
,6,200,24/04/2018,p.thomas,ben,
,3021,200,24/04/2018,p.thomas,ben,
,3029,200,24/04/2018,p.thomas,ben,
,1,200,24/04/2018,T. Ahmadu,ben,
,2,200,24/04/2018,T. Ahmadu,ben,
,3,200,24/04/2018,T. Ahmadu,ben,
,4,400,24/04/2018,T. Ahmadu,ben,
,5,200,24/04/2018,T. Ahmadu,ben,
,6,400,24/04/2018,T. Ahmadu,ben,
,1,200,24/4/2018,a.simon,ben,
,2,200,24/4/2018,a.simon,ben,
,3,200,24/4/2018,a.simon,ben,
,1,200,24/4/2018,d.ruth,ben,
,2,200,24/4/2018,d.ruth,ben,
,3,400,24/4/2018,d.ruth,ben,
,1,200,24/4/2018,f.gbenyi,ben,
,2,200,24/4/2018,f.gbenyi,ben,
,1,200,24/4/2018,f.onoja,ben,
,2,200,24/4/2018,f.onoja,ben,
,1,200,24/4/2018,i.iorkegh,ben,
,1,100,24/4/2018,i.shiana,ben,
,2,200,24/4/2018,i.shiana,ben,
,3,200,24/4/2018,i.shiana,ben,
,1,200,24/4/2018,l.aule,ben,
,2,200,24/4/2018,l.aule,ben,
,3,200,24/4/2018,l.aule,ben,
,1,200,24/4/2018,m.orga,ben,
,1,200,24/4/2018,n.vincent,ben,
,2,200,24/4/2018,n.vincent,ben,
,3,200,24/4/2018,n.vincent,ben,
,1,200,24/4/2018,t.ikyaave,ben,
,2,400,24/4/2018,t.ikyaave,ben,
,1,200,25/04/2018,B. Idris ,ben,
,2,200,25/04/2018,B. Idris ,ben,
,3,200,25/04/2018,B. Idris ,ben,
,4,200,25/04/2018,B. Idris ,ben,
,5,200,25/04/2018,B. Idris ,ben,
,3031,200,25/04/2018,B. Idris ,ben,
,1,200,25/04/2018,e.jonah,ben,
,2,400,25/04/2018,e.jonah,ben,
,3,200,25/04/2018,e.jonah,ben,
,4,200,25/04/2018,e.jonah,ben,
,5,200,25/04/2018,e.jonah,ben,
,3033,200,25/04/2018,e.jonah,ben,
,3037,200,25/04/2018,e.jonah,ben,
,1,200,25/04/2018,H. Muhammed,ben,
,2,200,25/04/2018,H. Muhammed,ben,
,3,200,25/04/2018,H. Muhammed,ben,
,4,20,25/04/2018,H. Muhammed,ben,
,5,200,25/04/2018,H. Muhammed,ben,
,3030,200,25/04/2018,H. Muhammed,ben,
,3036,200,25/04/2018,H. Muhammed,ben,
,1,200,25/04/2018,M. Orume,ben,
,2,200,25/04/2018,M. Orume,ben,
,3,200,25/04/2018,M. Orume,ben,
,4,200,25/04/2018,M. Orume,ben,
,5,200,25/04/2018,M. Orume,ben,
,3032,200,25/04/2018,M. Orume,ben,
,1,200,25/04/2018,N. Yunusa,ben,
,2,50,25/04/2018,N. Yunusa,ben,
,3,50,25/04/2018,N. Yunusa,ben,
,4,50,25/04/2018,N. Yunusa,ben,
,5,200,25/04/2018,N. Yunusa,ben,
,3038,200,25/04/2018,N. Yunusa,ben,
,3039,200,25/04/2018,N. Yunusa,ben,
,1,200,25/04/2018,p.thomas,ben,
,2,200,25/04/2018,p.thomas,ben,
,3,200,25/04/2018,p.thomas,ben,
,4,200,25/04/2018,p.thomas,ben,
,5,200,25/04/2018,p.thomas,ben,
,3034,100,25/04/2018,p.thomas,ben,
,1,200,25/04/2018,T. Ahmadu,ben,
,2,200,25/04/2018,T. Ahmadu,ben,
,3,200,25/04/2018,T. Ahmadu,ben,
,4,50,25/04/2018,T. Ahmadu,ben,
,5,200,25/04/2018,T. Ahmadu,ben,
,3035,200,25/04/2018,T. Ahmadu,ben,
,1,200,25/4/2018,a.simon,ben,
,2,0,25/4/2018,a.simon,ben,
,2062,200,25/4/2018,a.simon,ben,
,1,400,25/4/2018,d.ruth,ben,
,2,0,25/4/2018,d.ruth,ben,
,2058,200,25/4/2018,d.ruth,ben,
,1,400,25/4/2018,f.gbenyi,ben,
,2,200,25/4/2018,f.gbenyi,ben,
,3,1000,25/4/2018,f.gbenyi,ben,
,1,200,25/4/2018,f.onoja,ben,
,2,200,25/4/2018,f.onoja,ben,
,3,200,25/4/2018,f.onoja,ben,
,2061,200,25/4/2018,f.onoja,ben,
,1,0,25/4/2018,i.iorkegh,ben,
,2,800,25/4/2018,i.iorkegh,ben,
,3,200,25/4/2018,i.iorkegh,ben,
,4,0,25/4/2018,i.iorkegh,ben,
,1,200,25/4/2018,i.shiana,ben,
,2,200,25/4/2018,i.shiana,ben,
,2056,200,25/4/2018,i.shiana,ben,
,2063,200,25/4/2018,l.aule,ben,
,1,600,25/4/2018,l.aule,ben,
,2,200,25/4/2018,l.aule,ben,
,2057,200,25/4/2018,i.shiana,ben,
,1,400,25/4/2018,m.orga,ben,
,2,200,25/4/2018,m.orga,ben,
,3,200,25/4/2018,m.orga,ben,
,4,200,25/4/2018,m.orga,ben,
,1,200,25/4/2018,n.vincent,ben,
,2,200,25/4/2018,n.vincent,ben,
,2064,400,25/4/2018,n.vincent,ben,
,2060,600,25/4/2018,n.vincent,ben,
,1,400,25/4/2018,t.ikyaave,ben,
,2,200,25/4/2018,t.ikyaave,ben,
,3,200,25/4/2018,t.ikyaave,ben,
,2055,200,25/4/2018,t.ikyaave,ben,
,2059,400,25/4/2018,t.ikyaave,ben,
,1,200,26/04/2018,B. Idris ,ben,
,2,200,26/04/2018,B. Idris ,ben,
,1,400,26/04/2018,e.jonah,ben,
,2,400,26/04/2018,e.jonah,ben,
,1,200,26/04/2018,H. Muhammed,ben,
,2,200,26/04/2018,H. Muhammed,ben,
,1,200,26/04/2018,M. Orume,ben,
,2,200,26/04/2018,M. Orume,ben,
,1,200,26/04/2018,N. Yunusa,ben,
,2,200,26/04/2018,N. Yunusa,ben,
,1,50,26/04/2018,p.thomas,ben,
,2,100,26/04/2018,p.thomas,ben,
,3,50,26/04/2018,p.thomas,ben,
,1,200,26/04/2018,T. Ahmadu,ben,
,2,200,26/04/2018,T. Ahmadu,ben,
,1,400,27/04/2018,B. Idris ,ben,
,2,800,27/04/2018,B. Idris ,ben,
,3,200,27/04/2018,B. Idris ,ben,
,4,400,27/04/2018,B. Idris ,ben,
,5,200,27/04/2018,B. Idris ,ben,
,3045,200,27/04/2018,B. Idris ,ben,
,3046,200,27/04/2018,B. Idris ,ben,
,1,400,27/04/2018,e.jonah,ben,
,2,400,27/04/2018,e.jonah,ben,
,3,200,27/04/2018,e.jonah,ben,
,4,200,27/04/2018,e.jonah,ben,
,5,200,27/04/2018,e.jonah,ben,
,3042,200,27/04/2018,e.jonah,ben,
,1,400,27/04/2018,H. Muhammed,ben,
,2,400,27/04/2018,H. Muhammed,ben,
,3,400,27/04/2018,H. Muhammed,ben,
,4,400,27/04/2018,H. Muhammed,ben,
,5,400,27/04/2018,H. Muhammed,ben,
,3043,600,27/04/2018,H. Muhammed,ben,
,1,200,27/04/2018,i.hassan,ben,
,2,200,27/04/2018,i.hassan,ben,
,1,200,27/04/2018,M. Orume,ben,
,2,200,27/04/2018,M. Orume,ben,
,3,200,27/04/2018,M. Orume,ben,
,4,200,27/04/2018,M. Orume,ben,
,5,200,27/04/2018,M. Orume,ben,
,3047,200,27/04/2018,M. Orume,ben,
,3048,200,27/04/2018,M. Orume,ben,
,1,400,27/04/2018,N. Yunusa,ben,
,2,400,27/04/2018,N. Yunusa,ben,
,3,400,27/04/2018,N. Yunusa,ben,
,4,200,27/04/2018,N. Yunusa,ben,
,5,200,27/04/2018,N. Yunusa,ben,
,3049,400,27/04/2018,N. Yunusa,ben,
,1,600,27/04/2018,p.thomas,ben,
,2,400,27/04/2018,p.thomas,ben,
,3,400,27/04/2018,p.thomas,ben,
,4,200,27/04/2018,p.thomas,ben,
,5,200,27/04/2018,p.thomas,ben,
,3044,200,27/04/2018,p.thomas,ben,
,1,400,27/04/2018,T. Ahmadu,ben,
,2,200,27/04/2018,T. Ahmadu,ben,
,3,200,27/04/2018,T. Ahmadu,ben,
,3040,400,27/04/2018,T. Ahmadu,ben,
,3041,400,27/04/2018,T. Ahmadu,ben,
,1,400,28/04/2018,B. Idris ,ben,
,2,800,28/04/2018,B. Idris ,ben,
,1,600,28/04/2018,e.jonah,ben,
,2,400,28/04/2018,e.jonah,ben,
,1,600,28/04/2018,H. Muhammed,ben,
,2,200,28/04/2018,H. Muhammed,ben,
,1,400,28/04/2018,M. Orume,ben,
,2,400,28/04/2018,M. Orume,ben,
,1,400,28/04/2018,N. Yunusa,ben,
,2,400,28/04/2018,N. Yunusa,ben,
,3,400,28/04/2018,N. Yunusa,ben,
,1,400,28/04/2018,p.thomas,ben,
,2,400,28/04/2018,p.thomas,ben,
,1,200,28/04/2018,T. Ahmadu,ben,
,2,200,28/04/2018,T. Ahmadu,ben,
,1,400,29/04/2018,B. Idris ,ben,
,2,400,29/04/2018,B. Idris ,ben,
,3,200,29/04/2018,B. Idris ,ben,
,4,400,29/04/2018,B. Idris ,ben,
,5,600,29/04/2018,B. Idris ,ben,
,3056,200,29/04/2018,B. Idris ,ben,
,1,800,29/04/2018,e.jonah,ben,
,2,800,29/04/2018,e.jonah,ben,
,3,800,29/04/2018,e.jonah,ben,
,4,400,29/04/2018,e.jonah,ben,
,5,800,29/04/2018,e.jonah,ben,
,3051,200,29/04/2018,e.jonah,ben,
,3052,600,29/04/2018,e.jonah,ben,
,1,400,29/04/2018,H. Muhammed,ben,
,2,200,29/04/2018,H. Muhammed,ben,
,3,100,29/04/2018,H. Muhammed,ben,
,4,600,29/04/2018,H. Muhammed,ben,
,5,200,29/04/2018,H. Muhammed,ben,
,3054,0,29/04/2018,H. Muhammed,ben,
,1,200,29/04/2018,i.hassan,ben,
,2,300,29/04/2018,i.hassan,ben,
,1,200,29/04/2018,M. Orume,ben,
,2,400,29/04/2018,M. Orume,ben,
,3,400,29/04/2018,M. Orume,ben,
,4,200,29/04/2018,M. Orume,ben,
,5,200,29/04/2018,M. Orume,ben,
,3057,200,29/04/2018,M. Orume,ben,
,1,600,29/04/2018,N. Yunusa,ben,
,2,800,29/04/2018,N. Yunusa,ben,
,3,400,29/04/2018,N. Yunusa,ben,
,4,600,29/04/2018,N. Yunusa,ben,
,5,400,29/04/2018,N. Yunusa,ben,
,3058,400,29/04/2018,N. Yunusa,ben,
,3059,400,29/04/2018,N. Yunusa,ben,
,1,800,29/04/2018,p.thomas,ben,
,2,600,29/04/2018,p.thomas,ben,
,3,600,29/04/2018,p.thomas,ben,
,4,600,29/04/2018,p.thomas,ben,
,5,600,29/04/2018,p.thomas,ben,
,3055,600,29/04/2018,p.thomas,ben,
,3053,800,29/04/2018,p.thomas,ben,
,1,600,29/04/2018,T. Ahmadu,ben,
,2,200,29/04/2018,T. Ahmadu,ben,
,3,200,29/04/2018,T. Ahmadu,ben,
,3050,200,29/04/2018,T. Ahmadu,ben,
,1,400,30/04/2018,B. Idris ,ben,
,2,400,30/04/2018,B. Idris ,ben,
,1,200,30/04/2018,e.jonah,ben,
,2,200,30/04/2018,e.jonah,ben,
,1,200,30/04/2018,H. Muhammed,ben,
,2,200,30/04/2018,H. Muhammed,ben,
,1,200,30/04/2018,M. Orume,ben,
,2,200,30/04/2018,M. Orume,ben,
,3,200,30/04/2018,M. Orume,ben,
,1,200,30/04/2018,N. Yunusa,ben,
,2,200,30/04/2018,N. Yunusa,ben,
,1,70,30/04/2018,p.thomas,ben,
,2,200,30/04/2018,p.thomas,ben,
,1,400,30/04/2018,T. Ahmadu,ben,
,2,200,30/04/2018,T. Ahmadu,ben,
